appid,name,release_date,english,developer,publisher,platforms,required_age,categories,genres,steamspy_tags,achievements,positive_ratings,negative_ratings,average_playtime,median_playtime,owners,price
340170,FINAL FANTASY TYPE-0™ HD,2015-08-18,1,Square Enix,Square Enix,windows,16,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;RPG,RPG;JRPG;Action,49,1447,956,73,73,100000-200000,19.99
345350,LIGHTNING RETURNS™: FINAL FANTASY® XIII,2015-12-10,1,Square Enix,Square Enix,windows,16,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,RPG,RPG;JRPG;Female Protagonist,42,2135,527,2639,2639,200000-500000,12.99
346830,FINAL FANTASY IV: THE AFTER YEARS,2015-05-11,1,Square Enix,Square Enix,windows,12,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,RPG,RPG;JRPG;Singleplayer,50,160,96,0,0,50000-100000,10.99
350080,Wolfenstein: The Old Blood,2015-05-04,1,MachineGames,Bethesda Softworks,windows,18,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards,Action,Action;FPS;World War II,50,6627,862,245,276,500000-1000000,14.99
354640,The Settlers Online,2015-08-19,1,Blue Byte,Ubisoft,windows;mac,0,Single-player;Multi-player;Steam Trading Cards;Steam Cloud,Free to Play;Simulation;Strategy,Free to Play;City Builder;Strategy,0,332,586,25,21,200000-500000,0.0
359550,Tom Clancy's Rainbow Six® Siege,2015-12-01,1,Ubisoft Montreal,Ubisoft,windows,0,Single-player;Multi-player;Co-op;Steam Trading Cards;In-App Purchases;Partial Controller Support,Action,FPS;Multiplayer;Tactical,0,251178,59620,7504,2543,5000000-10000000,16.99
359870,FINAL FANTASY X/X-2 HD Remaster,2016-05-12,1,Square Enix,Square Enix,windows,12,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,RPG,JRPG;Story Rich;RPG,69,6334,723,596,682,500000-1000000,19.99
363440,Mega Man Legacy Collection / ロックマン クラシックス コレクション,2015-08-24,1,Capcom,Capcom,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action,Action;Platformer;Classic,24,1595,384,10,11,100000-200000,11.99
364470,The Elder Scrolls®: Legends™,2017-05-31,1,"Sparkypants Studios, LLC",Bethesda Softworks,windows;mac,0,Single-player;Multi-player;Online Multi-Player;Cross-Platform Multiplayer;Steam Trading Cards;In-App Purchases,Free to Play,Free to Play;Card Game;Multiplayer,0,5365,2099,448,214,1000000-2000000,0.0
365590,Tom Clancy’s The Division™,2016-03-07,1,Massive Entertainment,Ubisoft,windows,18,Single-player;Multi-player;Co-op;Steam Trading Cards;In-App Purchases,Action;Adventure;RPG,Open World;Multiplayer;Third-Person Shooter,0,49832,25607,4252,1952,2000000-5000000,41.99
367500,Dragon's Dogma: Dark Arisen,2016-01-15,1,Capcom,Capcom,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Adventure;RPG,RPG;Open World;Character Customization,59,12856,1688,1355,1137,1000000-2000000,23.99
368500,Assassin's Creed® Syndicate,2015-11-18,1,"Ubisoft Quebec, in collaboration with Ubisoft Annecy, Bucharest, Kiev, Montreal, Montpellier, Shanghai, Singapore, Sofia, Toronto studios",Ubisoft,windows,0,Single-player;In-App Purchases;Partial Controller Support,Action;Adventure,Assassin;Open World;Action,0,7203,2391,564,680,500000-1000000,33.99
371660,Far Cry® Primal,2016-02-29,1,Ubisoft,Ubisoft,windows,18,Single-player;Steam Trading Cards;Partial Controller Support,Action;Adventure,Open World;Survival;Action,0,8428,2633,949,923,500000-1000000,41.99
374520,Champions of Anteria™,2016-08-30,1,Blue Byte,Ubisoft,windows,0,Single-player;Steam Achievements;Steam Trading Cards,RPG;Strategy,Strategy;RPG;City Builder,44,65,69,0,0,0-20000,25.99
375900,Trackmania® Turbo,2016-03-24,1,Nadeo,Ubisoft,windows,0,Single-player;Multi-player;Shared/Split Screen;Partial Controller Support;Includes level editor,Massively Multiplayer;Racing,Racing;Level Editor;Arcade,0,742,441,8159,8159,50000-100000,33.99
375910,Anno 2205™,2015-11-02,1,Blue Byte,Ubisoft,windows,0,Single-player;Steam Achievements;Steam Trading Cards,Simulation;Strategy,Strategy;City Builder;Simulation,198,2141,1245,1930,3613,200000-500000,33.99
377160,Fallout 4,2015-11-09,1,Bethesda Game Studios,Bethesda Softworks,windows,18,Single-player;Steam Achievements;Full controller support;Steam Cloud,RPG,Open World;Post-apocalyptic;Exploration,84,110376,45377,4822,2904,5000000-10000000,19.99
377840,FINAL FANTASY IX,2016-04-14,1,Square Enix,Square Enix,windows,12,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,RPG,JRPG;Great Soundtrack;Story Rich,85,3875,325,1911,3665,200000-500000,15.99
379720,DOOM,2016-05-12,1,id Software,Bethesda Softworks,windows,18,Single-player;Multi-player;Co-op;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Action,FPS;Action;Gore,54,68536,5156,751,560,2000000-5000000,14.99
382890,FINAL FANTASY V,2015-09-24,1,Square Enix,Square Enix,windows,12,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,RPG,RPG;JRPG;Class-Based,96,489,198,0,0,100000-200000,10.99
382900,FINAL FANTASY VI,2015-12-16,1,Square Enix,Square Enix,windows,12,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,RPG,RPG;JRPG;Story Rich,28,884,259,0,0,100000-200000,10.99
387290,Ori and the Blind Forest: Definitive Edition,2016-04-27,1,Moon Studios GmbH,Microsoft Studios,windows,0,Single-player;Steam Achievements;Full controller support;Steam Cloud;Stats,Action,Atmospheric;Great Soundtrack;Platformer,57,15886,627,322,410,1000000-2000000,14.99
393080,Call of Duty®: Modern Warfare® Remastered,2017-07-27,1,Raven Software;Beenox,Activision,windows,0,Single-player;Online Multi-Player;Online Co-op;Steam Achievements,Violent;Action,FPS;Action;Multiplayer,50,1148,1112,302,556,20000-50000,34.99
403640,Dishonored 2,2016-11-11,1,Arkane Studios,Bethesda Softworks,windows,18,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action,Stealth;Action;First-Person,50,21022,5059,1117,1107,1000000-2000000,29.99
408250,Eagle Flight,2016-12-20,1,Ubisoft Montreal Studio,Ubisoft,windows,0,Single-player;Multi-player;Online Multi-Player;Online Co-op;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Action;Simulation,Simulation;Action;VR,35,160,83,0,0,0-20000,16.99
410850,DRAGON QUEST HEROES™ Slime Edition,2015-12-03,1,"KOEI TECMO GAMES CO., LTD.",Square Enix,windows,12,Single-player;Steam Achievements;Full controller support;Steam Cloud,Action;RPG,Action;Hack and Slash;JRPG,50,698,327,0,0,50000-100000,24.99
421740,Goetia,2016-04-14,1,Sushee,Square Enix,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Indie,Adventure;Indie;Point & Click,16,223,51,0,0,50000-100000,9.99
426790,Grow Up,2016-08-16,1,"Reflections, a Ubisoft Studio",Ubisoft,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Adventure;Casual;Indie,Adventure;Open World;Casual,18,941,118,323,323,50000-100000,8.59
427190,DEAD RISING®,2016-09-12,1,Capcom,Capcom,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Adventure,Action;Zombies;Adventure,50,1595,190,166,166,100000-200000,15.99
427820,Hitman GO: Definitive Edition,2016-02-23,1,Square Enix Montréal,Square Enix,windows;linux,7,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Strategy,Strategy;Turn-Based;Puzzle,26,782,152,210,210,100000-200000,6.49
435480,Trials of the Blood Dragon,2016-06-13,1,Redlynx;Ubisoft Kiev,Ubisoft,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Racing,Racing;Retro;Platformer,20,96,50,0,0,0-20000,12.49
436290,Children of Zodiarcs,2017-07-18,1,Cardboard Utopia,Square Enix,windows;mac,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Indie;RPG;Strategy,RPG;Indie;Strategy,40,210,77,0,0,20000-50000,13.59
441830,I am Setsuna,2016-07-19,1,Tokyo RPG Factory,Square Enix,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,RPG,JRPG;RPG;Turn-Based Combat,50,848,310,1136,1136,50000-100000,29.99
445310,Might and Magic: Heroes VII – Trial by Fire,2016-08-04,1,Limbic Entertainment,Ubisoft,windows,0,Single-player;Multi-player;Partial Controller Support,RPG;Strategy,Strategy;RPG;Turn-Based,0,159,151,0,0,20000-50000,25.99
446560,Just Dance 2017,2016-10-27,1,Ubisoft Paris;Ubisoft Pune,Ubisoft,windows,0,Single-player;Online Multi-Player;Local Multi-Player;Local Co-op;In-App Purchases,Casual,Music;Multiplayer;Casual,0,1182,246,0,0,20000-50000,41.99
447040,Watch_Dogs® 2,2016-11-28,1,Ubisoft,Ubisoft,windows,0,Single-player;Co-op;In-App Purchases;Partial Controller Support,Action;Adventure,Illuminati;Open World;Hacking,0,20905,5366,1231,1342,500000-1000000,49.99
450390,The Lab,2016-04-05,1,Valve,Valve,windows,0,Single-player;VR Support;SteamVR Collectibles;Steam Leaderboards,Free to Play,Free to Play;VR;Action,0,2926,145,95,127,500000-1000000,0.0
459220,Halo Wars: Definitive Edition,2017-04-20,1,Ensemble Studios;Behaviour Interactive;343 Industries,Microsoft Studios,windows,0,Single-player;Online Multi-Player;Online Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Cloud;Steam Leaderboards,Strategy,Strategy;RTS;Sci-fi,75,2471,374,497,570,200000-500000,15.99
460920,Steep™,2016-12-02,1,Ubisoft Annecy;Ubisoft Montpellier;Ubisoft Kiev,Ubisoft,windows,0,Single-player;Online Multi-Player;Steam Trading Cards;In-App Purchases;Partial Controller Support,Action;Sports,Sports;Open World;Multiplayer,0,7802,2603,724,602,500000-1000000,25.99
460930,Tom Clancy's Ghost Recon® Wildlands,2017-03-06,1,Ubisoft Paris;Ubisoft Annecy;Ubisoft Bucharest;Ubisoft Montpellier;Ubisoft Milan;Reflections;Ubisoft Belgrade,Ubisoft,windows,0,Single-player;Multi-player;Co-op;Steam Trading Cards;In-App Purchases;Partial Controller Support,Action;Adventure,Open World;Shooter;Action,0,26547,9944,1987,1242,1000000-2000000,41.99
474960,Quantum Break,2016-09-29,1,Remedy Entertainment,Microsoft Studios,windows,0,Single-player;Steam Achievements;Full controller support;Steam Cloud,Action,Action;Story Rich;Time Manipulation,42,10249,1929,331,398,1000000-2000000,29.99
476600,Call of Duty®: WWII,2017-11-02,1,Sledgehammer Games;Raven Software,Activision,windows,18,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Steam Achievements;Full controller support;Steam Trading Cards;In-App Purchases;Steam Cloud;Valve Anti-Cheat enabled,Action,World War II;FPS;Multiplayer,35,10753,8288,309,324,500000-1000000,44.99
480490,Prey,2017-05-04,1,Arkane Studios,Bethesda Softworks,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure,Sci-fi;Space;Action,58,17808,2144,738,538,500000-1000000,19.99
488790,South Park™: The Fractured But Whole™,2017-10-16,1,Ubisoft San Francisco,Ubisoft,windows,18,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Sexual Content;Nudity;Violent;Gore;RPG,RPG;Comedy;Dark Humor,35,4840,2017,932,976,200000-500000,49.99
488950,Werewolves Within™,2016-12-06,1,Ubisoft,Ubisoft,windows,0,Multi-player,Casual;RPG;Simulation;Strategy,Casual;Strategy;RPG,0,75,31,0,0,0-20000,16.99
489830,The Elder Scrolls V: Skyrim Special Edition,2016-10-27,1,Bethesda Game Studios,Bethesda Softworks,windows,18,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud,RPG,Open World;RPG;Adventure,75,47749,14719,2418,821,2000000-5000000,29.99
489940,BATTALION 1944,2018-02-01,1,Bulkhead Interactive,Square Enix,windows,0,Multi-player;Online Multi-Player;Steam Achievements;In-App Purchases;Partial Controller Support,Action;Massively Multiplayer;Early Access,Early Access;FPS;World War II,0,3869,3623,639,846,200000-500000,15.99
493840,Marvel vs. Capcom: Infinite,2017-09-19,1,Capcom,Capcom,windows,0,Single-player;Multi-player;Online Multi-Player;Steam Achievements;Full controller support;In-App Purchases;Steam Cloud;Stats;Steam Leaderboards,Action,Fighting;Action;Superhero,47,862,624,0,0,50000-100000,32.99
494740,Police Quest™ Collection,2016-08-29,1,Sierra,Activision,windows,0,Single-player,Adventure,Adventure;Point & Click;Classic,0,32,15,70,126,100000-200000,7.99
495700,Gabriel Knight: Sins of the Father®,2016-08-29,1,Sierra On-Line,Activision,windows,0,Single-player,Adventure,Adventure;Point & Click;Mystery,0,41,8,6,6,50000-100000,4.99
496760,The Beast Within: A Gabriel Knight® Mystery,2016-08-29,1,Sierra On-Line,Activision,windows,0,Single-player,Adventure,Adventure;FMV;Mystery,0,50,6,0,0,50000-100000,4.99
497360,"Gabriel Knight® 3: Blood of the Sacred, Blood of the Damned",2016-08-29,1,Sierra On-Line,Activision,windows,0,Single-player,Adventure,Adventure;Mystery;Point & Click,0,15,16,0,0,50000-100000,4.99
499520,The Turing Test,2016-08-30,1,Bulkhead Interactive,Square Enix,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Adventure,Puzzle;First-Person;Space,15,3012,486,357,434,200000-500000,14.99
500810,Arcanum: Of Steamworks and Magick Obscura,2016-08-29,1,Troika Games,Activision,windows,0,Single-player,RPG,RPG;Steampunk;Story Rich,0,522,76,0,0,100000-200000,4.99
501970,Phantasmagoria 2: A Puzzle of Flesh,2016-08-29,1,Sierra,Activision,windows,0,Single-player,Adventure,Adventure;FMV;Horror,0,60,16,0,0,50000-100000,4.99
501990,Phantasmagoria,2016-08-29,1,Sierra,Activision,windows,0,Single-player,Adventure,Adventure;FMV;Horror,0,127,22,20,20,50000-100000,7.99
502750,Quest for Glory 1-5,2016-08-29,1,Sierra,Activision,windows,0,Single-player,Adventure,Adventure;1990's;1980s,0,141,11,4,7,50000-100000,7.99
517630,Just Cause 4,2018-12-04,1,Avalanche Studios,Square Enix,windows,18,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure,Action;Open World;Destruction,52,2075,3780,1337,2634,100000-200000,44.99
517790,Caesar™ 3,2016-08-29,1,Impressions Games,Activision,windows,0,Single-player,Simulation;Strategy,Strategy;Simulation;City Builder,0,315,50,0,0,100000-200000,4.99
517810,Caesar™ IV,2016-08-29,1,"Tilted Mill Entertainment, Inc.",Activision,windows,0,Single-player,Simulation;Strategy,Strategy;Simulation;City Builder,0,115,96,0,0,100000-200000,7.99
522740,Oh My Godheads,2017-12-05,1,Titutitech,Square Enix,windows,0,Single-player;Multi-player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards,Action,Action;4 Player Local;Local Co-Op,17,10,2,0,0,0-20000,10.99
524220,NieR:Automata™,2017-03-17,1,Square Enix;PlatinumGames Inc.,Square Enix,windows,18,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Action;RPG,Great Soundtrack;Story Rich;Female Protagonist,47,39387,9414,2022,1782,500000-1000000,29.99
525040,The Disney Afternoon Collection,2017-04-18,1,Capcom;Digital Eclipse,Capcom,windows,0,Single-player;Local Co-op;Shared/Split Screen;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Steam Leaderboards,Action,Action;Platformer;Classic,20,249,20,0,0,20000-50000,15.99
525240,LOST SPHEAR,2018-01-23,1,Tokyo RPG Factory,Square Enix,windows,7,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,RPG,RPG;JRPG;Turn-Based,50,67,40,0,0,0-20000,34.99
526180,Deus Ex: Mankind Divided™ - VR Experience,2017-01-24,1,Eidos Montreal,Square Enix,windows,18,Single-player;Full controller support,Action;RPG,Action;RPG;VR,0,116,112,0,0,50000-100000,0.0
527100,Star Trek™: Bridge Crew,2017-05-30,1,Ubisoft,Ubisoft,windows,0,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Steam Trading Cards;Partial Controller Support,Casual;RPG;Simulation,Simulation;VR;RPG,0,1219,279,141,141,100000-200000,33.99
532210,Life is Strange 2,2018-09-26,1,DONTNOD Entertainment,Square Enix,windows,18,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Adventure,Choices Matter;Story Rich;Adventure,46,4749,950,325,400,100000-200000,6.49
536930,MOBIUS FINAL FANTASY™,2017-02-05,1,Square Enix,Square Enix,windows,12,Single-player;Online Multi-Player;Steam Achievements;Full controller support;Steam Trading Cards;In-App Purchases;Steam Cloud,Free to Play;RPG,Free to Play;RPG;Fantasy,35,2456,1082,462,689,1000000-2000000,0.0
537450,ReCore: Definitive Edition,2018-09-14,1,Armature Studio;Comcept,Microsoft Studios,windows,0,Single-player;Steam Achievements;Full controller support;Captions available;Steam Cloud,Action;Adventure,Adventure;Action;Female Protagonist,73,200,111,0,0,0-20000,14.99
540840,Lara Croft GO,2016-12-04,1,Square Enix Montréal,Square Enix,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Adventure,Adventure;Puzzle;Lara Croft,17,1170,154,145,252,100000-200000,7.99
